idImagen,clase,rutaNpy,rutaRaw,alto,ancho,tipoDato,cantidadElementos,tiempoSegundos,estado,error
1106,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1106.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1106_raw.bin",128,128,float32,16384,0.11912572399887722,ok,
1107,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1107.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1107_raw.bin",128,128,float32,16384,0.11941288800153416,ok,
1108,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1108.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1108_raw.bin",128,128,float32,16384,0.11920117899717297,ok,
1109,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1109.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1109_raw.bin",128,128,float32,16384,0.11917979200006812,ok,
1110,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1110.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1110_raw.bin",128,128,float32,16384,0.1189800229985849,ok,
1111,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1111.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1111_raw.bin",128,128,float32,16384,0.11943800399967586,ok,
1112,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1112.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1112_raw.bin",128,128,float32,16384,0.1190457279990369,ok,
1113,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1113.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1113_raw.bin",128,128,float32,16384,0.11955741600104375,ok,
1114,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1114.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1114_raw.bin",128,128,float32,16384,0.11929935700027272,ok,
1115,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1115.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1115_raw.bin",128,128,float32,16384,0.11917013099809992,ok,
1116,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1116.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1116_raw.bin",128,128,float32,16384,0.11916191799900844,ok,
1117,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1117.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1117_raw.bin",128,128,float32,16384,0.11921506699945894,ok,
1118,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1118.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1118_raw.bin",128,128,float32,16384,0.11922868699912215,ok,
1119,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1119.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1119_raw.bin",128,128,float32,16384,0.11921367799732252,ok,
1120,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1120.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1120_raw.bin",128,128,float32,16384,0.11914054299995769,ok,
1121,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1121.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1121_raw.bin",128,128,float32,16384,0.11903121100112912,ok,
1122,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1122.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1122_raw.bin",128,128,float32,16384,0.1195169070015254,ok,
1123,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1123.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1123_raw.bin",128,128,float32,16384,0.11905070300053922,ok,
1124,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1124.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1124_raw.bin",128,128,float32,16384,0.11917720199926407,ok,
1125,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1125.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1125_raw.bin",128,128,float32,16384,0.11937768600182608,ok,
1126,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1126.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1126_raw.bin",128,128,float32,16384,0.11915860299995984,ok,
1127,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1127.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1127_raw.bin",128,128,float32,16384,0.11909187399942311,ok,
1128,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1128.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1128_raw.bin",128,128,float32,16384,0.11919771800239687,ok,
1129,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1129.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1129_raw.bin",128,128,float32,16384,0.11922133400003077,ok,
1130,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1130.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1130_raw.bin",128,128,float32,16384,0.11914456700105802,ok,
1131,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1131.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1131_raw.bin",128,128,float32,16384,0.11895158799961791,ok,
1132,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1132.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1132_raw.bin",128,128,float32,16384,0.11943729600170627,ok,
1133,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1133.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1133_raw.bin",128,128,float32,16384,0.11921670800074935,ok,
1134,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1134.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1134_raw.bin",128,128,float32,16384,0.11914559599972563,ok,
1135,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1135.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1135_raw.bin",128,128,float32,16384,0.11902459900011308,ok,
1136,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1136.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1136_raw.bin",128,128,float32,16384,0.11937958799899206,ok,
1137,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1137.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1137_raw.bin",128,128,float32,16384,2.0630465789981827,ok,
1138,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1138.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1138_raw.bin",128,128,float32,16384,1.0950058119997266,ok,
1139,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1139.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1139_raw.bin",128,128,float32,16384,0.119692665997718,ok,
1140,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1140.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1140_raw.bin",128,128,float32,16384,0.11923064900111058,ok,
1141,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1141.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1141_raw.bin",128,128,float32,16384,0.11936695400072495,ok,
1142,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1142.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1142_raw.bin",128,128,float32,16384,0.11919317699721432,ok,
1143,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1143.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1143_raw.bin",128,128,float32,16384,0.11919226100144442,ok,
1144,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1144.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1144_raw.bin",128,128,float32,16384,0.11922851199778961,ok,
1145,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1145.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1145_raw.bin",128,128,float32,16384,0.11915843700262485,ok,
1146,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1146.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1146_raw.bin",128,128,float32,16384,0.11924477700085845,ok,
1147,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1147.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1147_raw.bin",128,128,float32,16384,0.1191320590005489,ok,
1148,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1148.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1148_raw.bin",128,128,float32,16384,0.11919685000248137,ok,
1149,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1149.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1149_raw.bin",128,128,float32,16384,0.11919394399956218,ok,
1150,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1150.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1150_raw.bin",128,128,float32,16384,0.11916827000095509,ok,
1151,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1151.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1151_raw.bin",128,128,float32,16384,0.11911660699843196,ok,
1152,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1152.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1152_raw.bin",128,128,float32,16384,0.12720791900210315,ok,
1153,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1153.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1153_raw.bin",128,128,float32,16384,0.11916212999858544,ok,
1154,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1154.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1154_raw.bin",128,128,float32,16384,0.11924424300013925,ok,
1155,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1155.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1155_raw.bin",128,128,float32,16384,0.11920392100000754,ok,
1156,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1156.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1156_raw.bin",128,128,float32,16384,0.11926978399787913,ok,
1157,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1157.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1157_raw.bin",128,128,float32,16384,0.12716197000190732,ok,
1158,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1158.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1158_raw.bin",128,128,float32,16384,0.11917195800197078,ok,
1159,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1159.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1159_raw.bin",128,128,float32,16384,0.11912826000116183,ok,
1160,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1160.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1160_raw.bin",128,128,float32,16384,0.11896898399936617,ok,
1161,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1161.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1161_raw.bin",128,128,float32,16384,0.1194461359991692,ok,
1162,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1162.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1162_raw.bin",128,128,float32,16384,0.11917839099987759,ok,
1163,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1163.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1163_raw.bin",128,128,float32,16384,0.11923659300009604,ok,
1164,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1164.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1164_raw.bin",128,128,float32,16384,0.1191235520018381,ok,
1165,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1165.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1165_raw.bin",128,128,float32,16384,0.11918558999968809,ok,
1166,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1166.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1166_raw.bin",128,128,float32,16384,0.11912408199714264,ok,
1167,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1167.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1167_raw.bin",128,128,float32,16384,0.1192413620010484,ok,
1168,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1168.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1168_raw.bin",128,128,float32,16384,0.11126403099842719,ok,
1169,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1169.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1169_raw.bin",128,128,float32,16384,0.11919450100322138,ok,
1170,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1170.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1170_raw.bin",128,128,float32,16384,0.12717393599814386,ok,
1171,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1171.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1171_raw.bin",128,128,float32,16384,0.7270750679999765,ok,
1172,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1172.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1172_raw.bin",128,128,float32,16384,0.11943158800204401,ok,
1173,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1173.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1173_raw.bin",128,128,float32,16384,0.11918372199943406,ok,
1174,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1174.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1174_raw.bin",128,128,float32,16384,0.1192095589976816,ok,
1175,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1175.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1175_raw.bin",128,128,float32,16384,0.11901446900083101,ok,
1176,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1176.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1176_raw.bin",128,128,float32,16384,0.12751433499943232,ok,
1177,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1177.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1177_raw.bin",128,128,float32,16384,0.11970262800241471,ok,
1178,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1178.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1178_raw.bin",128,128,float32,16384,0.11886060899996664,ok,
1179,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1179.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1179_raw.bin",128,128,float32,16384,0.11147213999720407,ok,
1180,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1180.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1180_raw.bin",128,128,float32,16384,0.11921424200045294,ok,
1181,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1181.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1181_raw.bin",128,128,float32,16384,0.11120209799992153,ok,
1182,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1182.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1182_raw.bin",128,128,float32,16384,0.11915995299932547,ok,
1183,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1183.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1183_raw.bin",128,128,float32,16384,0.11915764700097498,ok,
1184,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1184.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1184_raw.bin",128,128,float32,16384,0.11102666400256567,ok,
1185,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1185.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1185_raw.bin",128,128,float32,16384,0.11941164800009574,ok,
1186,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1186.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1186_raw.bin",128,128,float32,16384,0.11912225600099191,ok,
1187,Daun Sehat,"/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/npyCpu/Daun Sehat/imagen_1187.npy","/media/alumno/DAMIAN/Barahona,Chasipanta,Cañas_TallerFinal/salidas/rawCuda/Daun Sehat/imagen_1187_raw.bin",128,128,float32,16384,0.11911111500012339,ok,
