idImagen,clase,rutaOriginal,rutaNpy,rutaRaw,altoOriginal,anchoOriginal,canalesOriginales,pixelesOriginales,tamanoOriginalBytes,altoResize,anchoResize,pixelesResize,tamanoResizeBytes,relacionPixelesResize,media,desviacion,minimo,maximo,mediana,percentil25,percentil75,tiempoSegundos,indiceChunk,estado,error,procesosUsados,cantidadChunks,tamanoChunk,tiempoGlobalSegundos
0,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (1).jpg,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_0.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_0_raw.bin,395,525,3,207375,382562,512,512,262144,262144,1.2641060880048223,0.24513256549835205,0.11747167259454727,0.0470588244497776,0.9098039269447327,0.21960784494876862,0.16078431904315948,0.2980392277240753,0.06458989999373443,0,ok,,8,8,500,199.2215750000032
1,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (10).jpg,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_1.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_1_raw.bin,1591,743,3,1182113,287316,512,512,262144,262144,0.22175883354636994,0.5123676061630249,0.14628925919532776,0.0784313753247261,1.0,0.5058823823928833,0.41960784792900085,0.5921568870544434,0.047231199976522475,0,ok,,8,8,500,199.2215750000032
2,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (100).JPG,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_2.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_2_raw.bin,256,256,3,65536,14481,512,512,262144,262144,4.0,0.46717169880867004,0.09659875929355621,0.11764705926179886,0.8549019694328308,0.4745098054409027,0.3921568691730499,0.5372549295425415,0.009005500003695488,0,ok,,8,8,500,199.2215750000032
3,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (101).JPG,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_3.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_3_raw.bin,256,256,3,65536,17461,512,512,262144,262144,4.0,0.3914938271045685,0.1406015008687973,0.019607843831181526,0.8823529481887817,0.3764705955982208,0.2862745225429535,0.4901960790157318,0.10389349999604747,0,ok,,8,8,500,199.2215750000032
4,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (102).JPG,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_4.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_4_raw.bin,256,256,3,65536,11997,512,512,262144,262144,4.0,0.5061700940132141,0.11991482228040695,0.18431372940540314,0.9725490212440491,0.48627451062202454,0.4156862795352936,0.6000000238418579,0.0669484999962151,0,ok,,8,8,500,199.2215750000032
5,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (103).JPG,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_5.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_5_raw.bin,256,256,3,65536,17901,512,512,262144,262144,4.0,0.42987701296806335,0.22762270271778107,0.007843137718737125,0.9921568632125854,0.42352941632270813,0.2549019753932953,0.6235294342041016,0.04427530002431013,0,ok,,8,8,500,199.2215750000032
6,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (104).JPG,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_6.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_6_raw.bin,256,256,3,65536,14615,512,512,262144,262144,4.0,0.4703288674354553,0.10366693884134293,0.125490203499794,0.9843137264251709,0.47843137383461,0.40392157435417175,0.5411764979362488,0.045974999986356124,0,ok,,8,8,500,199.2215750000032
7,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (105).JPG,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_7.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_7_raw.bin,256,256,3,65536,20251,512,512,262144,262144,4.0,0.5024408102035522,0.18029724061489105,0.062745101749897,0.9921568632125854,0.49803921580314636,0.3607843220233917,0.6392157077789307,0.0429477000143379,0,ok,,8,8,500,199.2215750000032
8,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (106).JPG,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_8.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_8_raw.bin,256,256,3,65536,19982,512,512,262144,262144,4.0,0.4352208375930786,0.22631917893886566,0.003921568859368563,0.9960784316062927,0.41960784792900085,0.22745098173618317,0.615686297416687,0.06452080002054572,0,ok,,8,8,500,199.2215750000032
9,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (107).JPG,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_9.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_9_raw.bin,256,256,3,65536,14718,512,512,262144,262144,4.0,0.45793747901916504,0.11306817084550858,0.062745101749897,0.9843137264251709,0.43921568989753723,0.37254902720451355,0.5372549295425415,0.03650129999732599,0,ok,,8,8,500,199.2215750000032
10,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (108).JPG,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_10.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_10_raw.bin,256,256,3,65536,15862,512,512,262144,262144,4.0,0.44501158595085144,0.12149988859891891,0.09803921729326248,0.8980392217636108,0.4313725531101227,0.3490196168422699,0.5411764979362488,0.10338220000267029,0,ok,,8,8,500,199.2215750000032
11,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (109).JPG,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_11.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_11_raw.bin,256,256,3,65536,14991,512,512,262144,262144,4.0,0.42010316252708435,0.10177276283502579,0.054901961237192154,0.9019607901573181,0.4000000059604645,0.34117648005485535,0.49803921580314636,0.12287610000930727,0,ok,,8,8,500,199.2215750000032
12,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (11).jpg,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_12.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_12_raw.bin,299,350,3,104650,20441,512,512,262144,262144,2.504959388437649,0.518789529800415,0.147598996758461,0.0235294122248888,0.9764705896377563,0.5176470875740051,0.4274509847164154,0.6235294342041016,0.04151169999386184,0,ok,,8,8,500,199.2215750000032
13,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (110).JPG,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_13.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_13_raw.bin,256,256,3,65536,12220,512,512,262144,262144,4.0,0.5308199524879456,0.17190420627593994,0.0,1.0,0.529411792755127,0.43921568989753723,0.6431372761726379,0.08120839999173768,0,ok,,8,8,500,199.2215750000032
14,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (111).JPG,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_14.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_14_raw.bin,256,256,3,65536,13734,512,512,262144,262144,4.0,0.4329792261123657,0.11574870347976685,0.054901961237192154,0.8980392217636108,0.43921568989753723,0.3529411852359772,0.5176470875740051,0.0342506000015419,0,ok,,8,8,500,199.2215750000032
15,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (112).JPG,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_15.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_15_raw.bin,256,256,3,65536,22489,512,512,262144,262144,4.0,0.5051354169845581,0.18564963340759277,0.01568627543747425,0.9960784316062927,0.47843137383461,0.3607843220233917,0.6431372761726379,0.09481819998472929,0,ok,,8,8,500,199.2215750000032
16,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (113).jpg,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_16.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_16_raw.bin,256,256,3,65536,16675,512,512,262144,262144,4.0,0.48574966192245483,0.1949692815542221,0.003921568859368563,0.9960784316062927,0.5215686559677124,0.364705890417099,0.6196078658103943,0.10572390002198517,0,ok,,8,8,500,199.2215750000032
17,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (114).jpg,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_17.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_17_raw.bin,256,256,3,65536,15925,512,512,262144,262144,4.0,0.4192977845668793,0.10355741530656815,0.0470588244497776,0.929411768913269,0.40392157435417175,0.33725491166114807,0.501960813999176,0.07054639997659251,0,ok,,8,8,500,199.2215750000032
18,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (115).JPG,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_18.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_18_raw.bin,256,256,3,65536,15543,512,512,262144,262144,4.0,0.4262223243713379,0.11866464465856552,0.0470588244497776,0.9137254953384399,0.40784314274787903,0.34117648005485535,0.4941176474094391,0.0708396999980323,0,ok,,8,8,500,199.2215750000032
19,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (116).JPG,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_19.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_19_raw.bin,256,256,3,65536,14200,512,512,262144,262144,4.0,0.49215343594551086,0.10987325757741928,0.1568627506494522,0.9058823585510254,0.46666666865348816,0.40784314274787903,0.5843137502670288,0.038802499999292195,0,ok,,8,8,500,199.2215750000032
20,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (117).JPG,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_20.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_20_raw.bin,256,256,3,65536,17678,512,512,262144,262144,4.0,0.4716777205467224,0.11299559473991394,0.003921568859368563,1.0,0.4627451002597809,0.3960784375667572,0.5333333611488342,0.034661600016988814,0,ok,,8,8,500,199.2215750000032
21,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (118).JPG,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_21.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_21_raw.bin,256,256,3,65536,15529,512,512,262144,262144,4.0,0.432464599609375,0.19148437678813934,0.0117647061124444,0.8941176533699036,0.4274509847164154,0.2705882489681244,0.5803921818733215,0.08547079999698326,0,ok,,8,8,500,199.2215750000032
22,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (119).JPG,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_22.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_22_raw.bin,256,256,3,65536,15885,512,512,262144,262144,4.0,0.4921603798866272,0.1224248930811882,0.07058823853731155,0.9137254953384399,0.4901960790157318,0.40784314274787903,0.5882353186607361,0.04755980000481941,0,ok,,8,8,500,199.2215750000032
23,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (12).jpg,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_23.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_23_raw.bin,1632,1224,3,1997568,225240,512,512,262144,262144,0.1312315775983596,0.45839476585388184,0.15509101748466492,0.10196078568696976,0.95686274766922,0.43529412150382996,0.3450980484485626,0.5411764979362488,0.08769879999454133,0,ok,,8,8,500,199.2215750000032
24,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (120).JPG,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_24.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_24_raw.bin,256,256,3,65536,19839,512,512,262144,262144,4.0,0.45288094878196716,0.17046529054641724,0.007843137718737125,1.0,0.45098039507865906,0.3333333432674408,0.5686274766921997,0.04094400000758469,0,ok,,8,8,500,199.2215750000032
25,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (121).JPG,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_25.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_25_raw.bin,256,256,3,65536,18909,512,512,262144,262144,4.0,0.4091196060180664,0.1488928347826004,0.01568627543747425,0.9960784316062927,0.3960784375667572,0.2862745225429535,0.5215686559677124,0.13821080001071095,0,ok,,8,8,500,199.2215750000032
26,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (122).JPG,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_26.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_26_raw.bin,256,256,3,65536,13952,512,512,262144,262144,4.0,0.42769646644592285,0.14575612545013428,0.05098039284348488,0.9647058844566345,0.4313725531101227,0.3176470696926117,0.5176470875740051,0.05065609997836873,0,ok,,8,8,500,199.2215750000032
27,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (123).JPG,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_27.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_27_raw.bin,256,256,3,65536,12833,512,512,262144,262144,4.0,0.4578370153903961,0.09264212846755981,0.03921568766236305,0.9019607901573181,0.4627451002597809,0.3960784375667572,0.5176470875740051,0.05934560002060607,0,ok,,8,8,500,199.2215750000032
28,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (124).JPG,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_28.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_28_raw.bin,256,256,3,65536,18410,512,512,262144,262144,4.0,0.5027448534965515,0.18835793435573578,0.01568627543747425,0.9921568632125854,0.5607843399047852,0.3450980484485626,0.658823549747467,0.06403500001761131,0,ok,,8,8,500,199.2215750000032
29,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (125).jpg,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_29.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_29_raw.bin,256,256,3,65536,19958,512,512,262144,262144,4.0,0.5501558780670166,0.15473441779613495,0.07058823853731155,0.9960784316062927,0.5686274766921997,0.43921568989753723,0.6666666865348816,0.037233300012303516,0,ok,,8,8,500,199.2215750000032
30,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (126).JPG,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_30.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_30_raw.bin,256,256,3,65536,18042,512,512,262144,262144,4.0,0.4537860155105591,0.129808709025383,0.0470588244497776,0.9725490212440491,0.43921568989753723,0.3529411852359772,0.5215686559677124,0.1135919000080321,0,ok,,8,8,500,199.2215750000032
31,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (127).JPG,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_31.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_31_raw.bin,256,256,3,65536,9131,512,512,262144,262144,4.0,0.4525909423828125,0.13118204474449158,0.08235294371843338,0.8549019694328308,0.45490196347236633,0.34117648005485535,0.5529412031173706,0.12894819999928586,0,ok,,8,8,500,199.2215750000032
32,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (128).JPG,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_32.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_32_raw.bin,256,256,3,65536,17547,512,512,262144,262144,4.0,0.46897363662719727,0.10152396559715271,0.06666667014360428,0.9529411792755127,0.4588235318660736,0.40392157435417175,0.529411792755127,0.04231879999861121,0,ok,,8,8,500,199.2215750000032
33,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (129).JPG,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_33.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_33_raw.bin,256,256,3,65536,9937,512,512,262144,262144,4.0,0.49179619550704956,0.08301353454589844,0.125490203499794,0.8745098114013672,0.49803921580314636,0.43921568989753723,0.5411764979362488,0.03674650000175461,0,ok,,8,8,500,199.2215750000032
34,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (13).jpg,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_34.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_34_raw.bin,675,900,3,607500,134442,512,512,262144,262144,0.4315127572016461,0.49918097257614136,0.14689436554908752,0.03921568766236305,0.9960784316062927,0.5098039507865906,0.43529412150382996,0.5843137502670288,0.07150270001147874,0,ok,,8,8,500,199.2215750000032
35,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (130).JPG,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_35.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_35_raw.bin,256,256,3,65536,16071,512,512,262144,262144,4.0,0.46603962779045105,0.11270467191934586,0.0784313753247261,1.0,0.4431372582912445,0.3843137323856354,0.5411764979362488,0.0648333000135608,0,ok,,8,8,500,199.2215750000032
36,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (131).JPG,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_36.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_36_raw.bin,256,256,3,65536,20461,512,512,262144,262144,4.0,0.41031795740127563,0.30305907130241394,0.003921568859368563,1.0,0.2980392277240753,0.16862745583057404,0.6509804129600525,0.09894480000366457,0,ok,,8,8,500,199.2215750000032
37,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (132).jpg,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_37.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_37_raw.bin,256,256,3,65536,15774,512,512,262144,262144,4.0,0.40631958842277527,0.10299064964056015,0.11372549086809158,0.8705882430076599,0.3843137323856354,0.3333333432674408,0.4588235318660736,0.04044809998595156,0,ok,,8,8,500,199.2215750000032
38,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (133).JPG,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_38.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_38_raw.bin,256,256,3,65536,14299,512,512,262144,262144,4.0,0.4837799370288849,0.1404726356267929,0.13333334028720856,0.929411768913269,0.47843137383461,0.37254902720451355,0.6000000238418579,0.04123909998452291,0,ok,,8,8,500,199.2215750000032
39,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (134).JPG,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_39.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_39_raw.bin,256,256,3,65536,15388,512,512,262144,262144,4.0,0.4494687020778656,0.15136350691318512,0.019607843831181526,0.9803921580314636,0.4313725531101227,0.32549020648002625,0.5647059082984924,0.04095860000234097,0,ok,,8,8,500,199.2215750000032
40,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (135).JPG,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_40.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_40_raw.bin,256,256,3,65536,14084,512,512,262144,262144,4.0,0.468453049659729,0.11166535317897797,0.16470588743686676,0.8784313797950745,0.45098039507865906,0.3843137323856354,0.5490196347236633,0.0637599999899976,0,ok,,8,8,500,199.2215750000032
41,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (136).JPG,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_41.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_41_raw.bin,256,256,3,65536,20117,512,512,262144,262144,4.0,0.4771801829338074,0.18820308148860931,0.0,0.9960784316062927,0.5137255191802979,0.3450980484485626,0.6235294342041016,0.03334399999585003,0,ok,,8,8,500,199.2215750000032
42,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (137).JPG,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_42.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_42_raw.bin,256,256,3,65536,17013,512,512,262144,262144,4.0,0.49850308895111084,0.23447249829769135,0.007843137718737125,0.9960784316062927,0.5529412031173706,0.2980392277240753,0.686274528503418,0.06149140000343323,0,ok,,8,8,500,199.2215750000032
43,Bercak Daun,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\data\corn-leaf-disease\Bercak Daun\Corn_Gray_Spot (138).JPG,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\npyCpu\Bercak Daun\imagen_43.npy,C:\Barahona-Chasipanta-Canas_TallerFinalU2\src\salidas\rawCuda\Bercak Daun\imagen_43_raw.bin,256,256,3,65536,17651,512,512,262144,262144,4.0,0.528143584728241,0.17680038511753082,0.019607843831181526,1.0,0.5372549295425415,0.4313725531101227,0.6392157077789307,0.0731787999975495,0,ok,,8,8,500,199.2215750000032
