idImagen,clase,rutaRaw,rutaCudaBin,alto,ancho,tiempoKernelMs,tiempoTotalGpuSegundos,hilosX,hilosY,filtro,estado,error
114,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_114_raw.bin,salidas/cudaBin/Bercak Daun/imagen_114_cuda.bin,512,512,0.040064,0.00226908,16,16,enfoque,ok,
115,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_115_raw.bin,salidas/cudaBin/Bercak Daun/imagen_115_cuda.bin,512,512,0.039392,0.00253251,16,16,enfoque,ok,
116,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_116_raw.bin,salidas/cudaBin/Bercak Daun/imagen_116_cuda.bin,512,512,0.034784,0.00238147,16,16,enfoque,ok,
117,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_117_raw.bin,salidas/cudaBin/Bercak Daun/imagen_117_cuda.bin,512,512,0.035712,0.0023389,16,16,enfoque,ok,
118,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_118_raw.bin,salidas/cudaBin/Bercak Daun/imagen_118_cuda.bin,512,512,0.041248,0.00230491,16,16,enfoque,ok,
119,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_119_raw.bin,salidas/cudaBin/Bercak Daun/imagen_119_cuda.bin,512,512,0.04064,0.00225065,16,16,enfoque,ok,
120,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_120_raw.bin,salidas/cudaBin/Bercak Daun/imagen_120_cuda.bin,512,512,0.089536,0.00242068,16,16,enfoque,ok,
121,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_121_raw.bin,salidas/cudaBin/Bercak Daun/imagen_121_cuda.bin,512,512,0.033984,0.00239427,16,16,enfoque,ok,
122,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_122_raw.bin,salidas/cudaBin/Bercak Daun/imagen_122_cuda.bin,512,512,0.042176,0.0023358,16,16,enfoque,ok,
123,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_123_raw.bin,salidas/cudaBin/Bercak Daun/imagen_123_cuda.bin,512,512,0.041728,0.00239116,16,16,enfoque,ok,
124,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_124_raw.bin,salidas/cudaBin/Bercak Daun/imagen_124_cuda.bin,512,512,0.041408,0.00237145,16,16,enfoque,ok,
125,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_125_raw.bin,salidas/cudaBin/Bercak Daun/imagen_125_cuda.bin,512,512,0.08288,0.00243424,16,16,enfoque,ok,
126,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_126_raw.bin,salidas/cudaBin/Bercak Daun/imagen_126_cuda.bin,512,512,0.04144,0.0024084,16,16,enfoque,ok,
127,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_127_raw.bin,salidas/cudaBin/Bercak Daun/imagen_127_cuda.bin,512,512,0.04128,0.00236217,16,16,enfoque,ok,
128,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_128_raw.bin,salidas/cudaBin/Bercak Daun/imagen_128_cuda.bin,512,512,0.042016,0.00250152,16,16,enfoque,ok,
129,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_129_raw.bin,salidas/cudaBin/Bercak Daun/imagen_129_cuda.bin,512,512,0.040128,0.00237703,16,16,enfoque,ok,
130,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_130_raw.bin,salidas/cudaBin/Bercak Daun/imagen_130_cuda.bin,512,512,0.035168,0.00241472,16,16,enfoque,ok,
131,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_131_raw.bin,salidas/cudaBin/Bercak Daun/imagen_131_cuda.bin,512,512,0.03456,0.0024632,16,16,enfoque,ok,
132,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_132_raw.bin,salidas/cudaBin/Bercak Daun/imagen_132_cuda.bin,512,512,0.084736,0.00243412,16,16,enfoque,ok,
133,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_133_raw.bin,salidas/cudaBin/Bercak Daun/imagen_133_cuda.bin,512,512,0.041728,0.00229201,16,16,enfoque,ok,
134,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_134_raw.bin,salidas/cudaBin/Bercak Daun/imagen_134_cuda.bin,512,512,0.041504,0.00221039,16,16,enfoque,ok,
135,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_135_raw.bin,salidas/cudaBin/Bercak Daun/imagen_135_cuda.bin,512,512,0.041664,0.00221371,16,16,enfoque,ok,
