idImagen,clase,rutaRaw,rutaCudaBin,alto,ancho,tiempoKernelMs,tiempoTotalGpuSegundos,hilosX,hilosY,filtro,estado,error
891,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_891_raw.bin,salidas/cudaBin/Bercak Daun/imagen_891_cuda.bin,512,512,0.045632,0.00254615,16,16,enfoque,ok,
892,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_892_raw.bin,salidas/cudaBin/Bercak Daun/imagen_892_cuda.bin,512,512,0.046944,0.00232867,16,16,enfoque,ok,
893,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_893_raw.bin,salidas/cudaBin/Bercak Daun/imagen_893_cuda.bin,512,512,0.044576,0.00247357,16,16,enfoque,ok,
894,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_894_raw.bin,salidas/cudaBin/Bercak Daun/imagen_894_cuda.bin,512,512,0.04352,0.00262537,16,16,enfoque,ok,
895,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_895_raw.bin,salidas/cudaBin/Bercak Daun/imagen_895_cuda.bin,512,512,0.0448,0.002412,16,16,enfoque,ok,
896,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_896_raw.bin,salidas/cudaBin/Bercak Daun/imagen_896_cuda.bin,512,512,0.046816,0.00258442,16,16,enfoque,ok,
897,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_897_raw.bin,salidas/cudaBin/Bercak Daun/imagen_897_cuda.bin,512,512,0.042912,0.00241674,16,16,enfoque,ok,
898,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_898_raw.bin,salidas/cudaBin/Bercak Daun/imagen_898_cuda.bin,512,512,0.043584,0.00226905,16,16,enfoque,ok,
899,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_899_raw.bin,salidas/cudaBin/Bercak Daun/imagen_899_cuda.bin,512,512,0.045536,0.00276653,16,16,enfoque,ok,
900,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_900_raw.bin,salidas/cudaBin/Bercak Daun/imagen_900_cuda.bin,512,512,0.061088,0.00245917,16,16,enfoque,ok,
901,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_901_raw.bin,salidas/cudaBin/Bercak Daun/imagen_901_cuda.bin,512,512,0.050112,0.00236613,16,16,enfoque,ok,
902,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_902_raw.bin,salidas/cudaBin/Bercak Daun/imagen_902_cuda.bin,512,512,0.043552,0.00230145,16,16,enfoque,ok,
903,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_903_raw.bin,salidas/cudaBin/Bercak Daun/imagen_903_cuda.bin,512,512,0.04432,0.00363691,16,16,enfoque,ok,
904,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_904_raw.bin,salidas/cudaBin/Bercak Daun/imagen_904_cuda.bin,512,512,0.042944,0.0022677,16,16,enfoque,ok,
905,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_905_raw.bin,salidas/cudaBin/Bercak Daun/imagen_905_cuda.bin,512,512,0.037152,0.00239091,16,16,enfoque,ok,
906,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_906_raw.bin,salidas/cudaBin/Bercak Daun/imagen_906_cuda.bin,512,512,0.054944,0.00235415,16,16,enfoque,ok,
907,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_907_raw.bin,salidas/cudaBin/Bercak Daun/imagen_907_cuda.bin,512,512,0.043584,0.00232206,16,16,enfoque,ok,
908,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_908_raw.bin,salidas/cudaBin/Bercak Daun/imagen_908_cuda.bin,512,512,0.040576,0.00238648,16,16,enfoque,ok,
909,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_909_raw.bin,salidas/cudaBin/Bercak Daun/imagen_909_cuda.bin,512,512,0.043712,0.00229402,16,16,enfoque,ok,
910,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_910_raw.bin,salidas/cudaBin/Bercak Daun/imagen_910_cuda.bin,512,512,0.043584,0.00246535,16,16,enfoque,ok,
911,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_911_raw.bin,salidas/cudaBin/Bercak Daun/imagen_911_cuda.bin,512,512,0.04352,0.00245222,16,16,enfoque,ok,
912,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_912_raw.bin,salidas/cudaBin/Bercak Daun/imagen_912_cuda.bin,512,512,0.043456,0.00258958,16,16,enfoque,ok,
913,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_913_raw.bin,salidas/cudaBin/Bercak Daun/imagen_913_cuda.bin,512,512,0.039936,0.00254988,16,16,enfoque,ok,
914,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_914_raw.bin,salidas/cudaBin/Bercak Daun/imagen_914_cuda.bin,512,512,0.106112,0.00253377,16,16,enfoque,ok,
915,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_915_raw.bin,salidas/cudaBin/Bercak Daun/imagen_915_cuda.bin,512,512,0.045184,0.0025941,16,16,enfoque,ok,
916,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_916_raw.bin,salidas/cudaBin/Bercak Daun/imagen_916_cuda.bin,512,512,0.043424,0.00253705,16,16,enfoque,ok,
917,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_917_raw.bin,salidas/cudaBin/Bercak Daun/imagen_917_cuda.bin,512,512,0.041184,0.00250817,16,16,enfoque,ok,
918,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_918_raw.bin,salidas/cudaBin/Bercak Daun/imagen_918_cuda.bin,512,512,0.04384,0.00257006,16,16,enfoque,ok,
919,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_919_raw.bin,salidas/cudaBin/Bercak Daun/imagen_919_cuda.bin,512,512,0.045664,0.00276531,16,16,enfoque,ok,
920,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_920_raw.bin,salidas/cudaBin/Bercak Daun/imagen_920_cuda.bin,512,512,0.060416,0.00250141,16,16,enfoque,ok,
921,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_921_raw.bin,salidas/cudaBin/Bercak Daun/imagen_921_cuda.bin,512,512,0.042624,0.0024065,16,16,enfoque,ok,
922,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_922_raw.bin,salidas/cudaBin/Bercak Daun/imagen_922_cuda.bin,512,512,0.066752,0.00228527,16,16,enfoque,ok,
923,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_923_raw.bin,salidas/cudaBin/Bercak Daun/imagen_923_cuda.bin,512,512,0.043328,0.00235984,16,16,enfoque,ok,
924,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_924_raw.bin,salidas/cudaBin/Bercak Daun/imagen_924_cuda.bin,512,512,0.044704,0.00230485,16,16,enfoque,ok,
925,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_925_raw.bin,salidas/cudaBin/Bercak Daun/imagen_925_cuda.bin,512,512,0.043232,0.00220439,16,16,enfoque,ok,
926,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_926_raw.bin,salidas/cudaBin/Bercak Daun/imagen_926_cuda.bin,512,512,0.04352,0.00225129,16,16,enfoque,ok,
927,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_927_raw.bin,salidas/cudaBin/Bercak Daun/imagen_927_cuda.bin,512,512,0.044896,0.00223314,16,16,enfoque,ok,
928,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_928_raw.bin,salidas/cudaBin/Bercak Daun/imagen_928_cuda.bin,512,512,0.04352,0.00256561,16,16,enfoque,ok,
929,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_929_raw.bin,salidas/cudaBin/Bercak Daun/imagen_929_cuda.bin,512,512,0.044768,0.00225368,16,16,enfoque,ok,
930,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_930_raw.bin,salidas/cudaBin/Bercak Daun/imagen_930_cuda.bin,512,512,0.121088,0.00233633,16,16,enfoque,ok,
931,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_931_raw.bin,salidas/cudaBin/Bercak Daun/imagen_931_cuda.bin,512,512,0.043776,0.00217915,16,16,enfoque,ok,
932,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_932_raw.bin,salidas/cudaBin/Bercak Daun/imagen_932_cuda.bin,512,512,0.044672,0.00225978,16,16,enfoque,ok,
933,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_933_raw.bin,salidas/cudaBin/Bercak Daun/imagen_933_cuda.bin,512,512,0.043104,0.00219669,16,16,enfoque,ok,
934,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_934_raw.bin,salidas/cudaBin/Bercak Daun/imagen_934_cuda.bin,512,512,0.069088,0.00243526,16,16,enfoque,ok,
935,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_935_raw.bin,salidas/cudaBin/Bercak Daun/imagen_935_cuda.bin,512,512,0.044928,0.00227588,16,16,enfoque,ok,
936,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_936_raw.bin,salidas/cudaBin/Bercak Daun/imagen_936_cuda.bin,512,512,0.04352,0.00225088,16,16,enfoque,ok,
937,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_937_raw.bin,salidas/cudaBin/Bercak Daun/imagen_937_cuda.bin,512,512,0.062432,0.00245843,16,16,enfoque,ok,
938,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_938_raw.bin,salidas/cudaBin/Bercak Daun/imagen_938_cuda.bin,512,512,0.04464,0.0023285,16,16,enfoque,ok,
939,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_939_raw.bin,salidas/cudaBin/Bercak Daun/imagen_939_cuda.bin,512,512,0.043232,0.00218114,16,16,enfoque,ok,
940,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_940_raw.bin,salidas/cudaBin/Bercak Daun/imagen_940_cuda.bin,512,512,0.073568,0.00232685,16,16,enfoque,ok,
941,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_941_raw.bin,salidas/cudaBin/Bercak Daun/imagen_941_cuda.bin,512,512,0.04416,0.0021835,16,16,enfoque,ok,
942,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_942_raw.bin,salidas/cudaBin/Bercak Daun/imagen_942_cuda.bin,512,512,0.044128,0.00224463,16,16,enfoque,ok,
943,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_943_raw.bin,salidas/cudaBin/Bercak Daun/imagen_943_cuda.bin,512,512,0.03792,0.00236423,16,16,enfoque,ok,
944,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_944_raw.bin,salidas/cudaBin/Bercak Daun/imagen_944_cuda.bin,512,512,0.043712,0.00228546,16,16,enfoque,ok,
945,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_945_raw.bin,salidas/cudaBin/Bercak Daun/imagen_945_cuda.bin,512,512,0.044416,0.00228506,16,16,enfoque,ok,
946,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_946_raw.bin,salidas/cudaBin/Bercak Daun/imagen_946_cuda.bin,512,512,0.042944,0.00219408,16,16,enfoque,ok,
947,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_947_raw.bin,salidas/cudaBin/Bercak Daun/imagen_947_cuda.bin,512,512,0.04432,0.00227947,16,16,enfoque,ok,
948,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_948_raw.bin,salidas/cudaBin/Bercak Daun/imagen_948_cuda.bin,512,512,0.044224,0.00223607,16,16,enfoque,ok,
949,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_949_raw.bin,salidas/cudaBin/Bercak Daun/imagen_949_cuda.bin,512,512,0.042304,0.0022806,16,16,enfoque,ok,
950,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_950_raw.bin,salidas/cudaBin/Bercak Daun/imagen_950_cuda.bin,512,512,0.0424,0.00222368,16,16,enfoque,ok,
951,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_951_raw.bin,salidas/cudaBin/Bercak Daun/imagen_951_cuda.bin,512,512,0.06496,0.00220884,16,16,enfoque,ok,
952,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_952_raw.bin,salidas/cudaBin/Bercak Daun/imagen_952_cuda.bin,512,512,0.044,0.00224965,16,16,enfoque,ok,
953,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_953_raw.bin,salidas/cudaBin/Bercak Daun/imagen_953_cuda.bin,512,512,0.043232,0.00223262,16,16,enfoque,ok,
954,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_954_raw.bin,salidas/cudaBin/Bercak Daun/imagen_954_cuda.bin,512,512,0.0432,0.00228335,16,16,enfoque,ok,
955,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_955_raw.bin,salidas/cudaBin/Bercak Daun/imagen_955_cuda.bin,512,512,0.04704,0.00258756,16,16,enfoque,ok,
956,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_956_raw.bin,salidas/cudaBin/Bercak Daun/imagen_956_cuda.bin,512,512,0.043712,0.00247602,16,16,enfoque,ok,
957,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_957_raw.bin,salidas/cudaBin/Bercak Daun/imagen_957_cuda.bin,512,512,0.037984,0.00242632,16,16,enfoque,ok,
958,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_958_raw.bin,salidas/cudaBin/Bercak Daun/imagen_958_cuda.bin,512,512,0.044544,0.00218912,16,16,enfoque,ok,
959,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_959_raw.bin,salidas/cudaBin/Bercak Daun/imagen_959_cuda.bin,512,512,0.044704,0.00220427,16,16,enfoque,ok,
960,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_960_raw.bin,salidas/cudaBin/Bercak Daun/imagen_960_cuda.bin,512,512,0.0432,0.0023102,16,16,enfoque,ok,
961,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_961_raw.bin,salidas/cudaBin/Bercak Daun/imagen_961_cuda.bin,512,512,0.044352,0.00223853,16,16,enfoque,ok,
962,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_962_raw.bin,salidas/cudaBin/Bercak Daun/imagen_962_cuda.bin,512,512,0.042208,0.00223743,16,16,enfoque,ok,
963,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_963_raw.bin,salidas/cudaBin/Bercak Daun/imagen_963_cuda.bin,512,512,0.04288,0.00218579,16,16,enfoque,ok,
964,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_964_raw.bin,salidas/cudaBin/Bercak Daun/imagen_964_cuda.bin,512,512,0.044032,0.00224546,16,16,enfoque,ok,
965,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_965_raw.bin,salidas/cudaBin/Bercak Daun/imagen_965_cuda.bin,512,512,0.043136,0.0022766,16,16,enfoque,ok,
966,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_966_raw.bin,salidas/cudaBin/Bercak Daun/imagen_966_cuda.bin,512,512,0.056832,0.00233198,16,16,enfoque,ok,
967,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_967_raw.bin,salidas/cudaBin/Bercak Daun/imagen_967_cuda.bin,512,512,0.042592,0.00219196,16,16,enfoque,ok,
968,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_968_raw.bin,salidas/cudaBin/Bercak Daun/imagen_968_cuda.bin,512,512,0.063136,0.00221145,16,16,enfoque,ok,
969,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_969_raw.bin,salidas/cudaBin/Bercak Daun/imagen_969_cuda.bin,512,512,0.045664,0.002456,16,16,enfoque,ok,
970,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_970_raw.bin,salidas/cudaBin/Bercak Daun/imagen_970_cuda.bin,512,512,0.042496,0.00253028,16,16,enfoque,ok,
971,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_971_raw.bin,salidas/cudaBin/Bercak Daun/imagen_971_cuda.bin,512,512,0.043104,0.00224786,16,16,enfoque,ok,
972,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_972_raw.bin,salidas/cudaBin/Bercak Daun/imagen_972_cuda.bin,512,512,0.044096,0.00240934,16,16,enfoque,ok,
973,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_973_raw.bin,salidas/cudaBin/Bercak Daun/imagen_973_cuda.bin,512,512,0.042592,0.00230019,16,16,enfoque,ok,
974,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_974_raw.bin,salidas/cudaBin/Bercak Daun/imagen_974_cuda.bin,512,512,0.044448,0.00225515,16,16,enfoque,ok,
975,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_975_raw.bin,salidas/cudaBin/Bercak Daun/imagen_975_cuda.bin,512,512,0.048608,0.00225997,16,16,enfoque,ok,
976,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_976_raw.bin,salidas/cudaBin/Bercak Daun/imagen_976_cuda.bin,512,512,0.042752,0.0022244,16,16,enfoque,ok,
977,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_977_raw.bin,salidas/cudaBin/Bercak Daun/imagen_977_cuda.bin,512,512,0.079392,0.00221472,16,16,enfoque,ok,
978,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_978_raw.bin,salidas/cudaBin/Bercak Daun/imagen_978_cuda.bin,512,512,0.044704,0.00227037,16,16,enfoque,ok,
979,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_979_raw.bin,salidas/cudaBin/Bercak Daun/imagen_979_cuda.bin,512,512,0.042976,0.00223213,16,16,enfoque,ok,
980,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_980_raw.bin,salidas/cudaBin/Bercak Daun/imagen_980_cuda.bin,512,512,0.044672,0.00221004,16,16,enfoque,ok,
981,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_981_raw.bin,salidas/cudaBin/Bercak Daun/imagen_981_cuda.bin,512,512,0.043712,0.00229329,16,16,enfoque,ok,
982,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_982_raw.bin,salidas/cudaBin/Bercak Daun/imagen_982_cuda.bin,512,512,0.038272,0.00224882,16,16,enfoque,ok,
983,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_983_raw.bin,salidas/cudaBin/Bercak Daun/imagen_983_cuda.bin,512,512,0.04384,0.00220054,16,16,enfoque,ok,
984,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_984_raw.bin,salidas/cudaBin/Bercak Daun/imagen_984_cuda.bin,512,512,0.043136,0.00220295,16,16,enfoque,ok,
985,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_985_raw.bin,salidas/cudaBin/Bercak Daun/imagen_985_cuda.bin,512,512,0.043648,0.00221492,16,16,enfoque,ok,
986,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_986_raw.bin,salidas/cudaBin/Bercak Daun/imagen_986_cuda.bin,512,512,0.044032,0.00231989,16,16,enfoque,ok,
987,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_987_raw.bin,salidas/cudaBin/Bercak Daun/imagen_987_cuda.bin,512,512,0.043424,0.00224836,16,16,enfoque,ok,
988,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_988_raw.bin,salidas/cudaBin/Bercak Daun/imagen_988_cuda.bin,512,512,0.042368,0.00224452,16,16,enfoque,ok,
989,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_989_raw.bin,salidas/cudaBin/Bercak Daun/imagen_989_cuda.bin,512,512,0.078112,0.00220643,16,16,enfoque,ok,
990,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_990_raw.bin,salidas/cudaBin/Bercak Daun/imagen_990_cuda.bin,512,512,0.043968,0.00228011,16,16,enfoque,ok,
991,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_991_raw.bin,salidas/cudaBin/Bercak Daun/imagen_991_cuda.bin,512,512,0.04752,0.00221883,16,16,enfoque,ok,
992,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_992_raw.bin,salidas/cudaBin/Bercak Daun/imagen_992_cuda.bin,512,512,0.043968,0.0022065,16,16,enfoque,ok,
993,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_993_raw.bin,salidas/cudaBin/Bercak Daun/imagen_993_cuda.bin,512,512,0.04384,0.00223604,16,16,enfoque,ok,
994,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_994_raw.bin,salidas/cudaBin/Bercak Daun/imagen_994_cuda.bin,512,512,0.04416,0.00248814,16,16,enfoque,ok,
995,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_995_raw.bin,salidas/cudaBin/Bercak Daun/imagen_995_cuda.bin,512,512,0.043552,0.00220338,16,16,enfoque,ok,
996,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_996_raw.bin,salidas/cudaBin/Bercak Daun/imagen_996_cuda.bin,512,512,0.043392,0.00221076,16,16,enfoque,ok,
997,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_997_raw.bin,salidas/cudaBin/Bercak Daun/imagen_997_cuda.bin,512,512,0.043424,0.00224126,16,16,enfoque,ok,
998,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_998_raw.bin,salidas/cudaBin/Bercak Daun/imagen_998_cuda.bin,512,512,0.042624,0.00221802,16,16,enfoque,ok,
999,Bercak Daun,salidas/rawCuda/Bercak Daun/imagen_999_raw.bin,salidas/cudaBin/Bercak Daun/imagen_999_cuda.bin,512,512,0.043744,0.00220922,16,16,enfoque,ok,
1000,Daun Sehat,salidas/rawCuda/Daun Sehat/imagen_1000_raw.bin,salidas/cudaBin/Daun Sehat/imagen_1000_cuda.bin,512,512,0.044,0.00220514,16,16,enfoque,ok,
1001,Daun Sehat,salidas/rawCuda/Daun Sehat/imagen_1001_raw.bin,salidas/cudaBin/Daun Sehat/imagen_1001_cuda.bin,512,512,0.053216,0.002443,16,16,enfoque,ok,
1002,Daun Sehat,salidas/rawCuda/Daun Sehat/imagen_1002_raw.bin,salidas/cudaBin/Daun Sehat/imagen_1002_cuda.bin,512,512,0.044096,0.00225142,16,16,enfoque,ok,
1003,Daun Sehat,salidas/rawCuda/Daun Sehat/imagen_1003_raw.bin,salidas/cudaBin/Daun Sehat/imagen_1003_cuda.bin,512,512,0.044448,0.00220627,16,16,enfoque,ok,
1004,Daun Sehat,salidas/rawCuda/Daun Sehat/imagen_1004_raw.bin,salidas/cudaBin/Daun Sehat/imagen_1004_cuda.bin,512,512,0.044192,0.0022404,16,16,enfoque,ok,
1005,Daun Sehat,salidas/rawCuda/Daun Sehat/imagen_1005_raw.bin,salidas/cudaBin/Daun Sehat/imagen_1005_cuda.bin,512,512,0.043456,0.00224779,16,16,enfoque,ok,
1006,Daun Sehat,salidas/rawCuda/Daun Sehat/imagen_1006_raw.bin,salidas/cudaBin/Daun Sehat/imagen_1006_cuda.bin,512,512,0.043072,0.00229425,16,16,enfoque,ok,
1007,Daun Sehat,salidas/rawCuda/Daun Sehat/imagen_1007_raw.bin,salidas/cudaBin/Daun Sehat/imagen_1007_cuda.bin,512,512,0.044288,0.00218373,16,16,enfoque,ok,
1008,Daun Sehat,salidas/rawCuda/Daun Sehat/imagen_1008_raw.bin,salidas/cudaBin/Daun Sehat/imagen_1008_cuda.bin,512,512,0.043616,0.00228546,16,16,enfoque,ok,
1009,Daun Sehat,salidas/rawCuda/Daun Sehat/imagen_1009_raw.bin,salidas/cudaBin/Daun Sehat/imagen_1009_cuda.bin,512,512,0.066208,0.00223519,16,16,enfoque,ok,
1010,Daun Sehat,salidas/rawCuda/Daun Sehat/imagen_1010_raw.bin,salidas/cudaBin/Daun Sehat/imagen_1010_cuda.bin,512,512,0.043072,0.00219078,16,16,enfoque,ok,
1011,Daun Sehat,salidas/rawCuda/Daun Sehat/imagen_1011_raw.bin,salidas/cudaBin/Daun Sehat/imagen_1011_cuda.bin,512,512,0.043104,0.00222167,16,16,enfoque,ok,
1012,Daun Sehat,salidas/rawCuda/Daun Sehat/imagen_1012_raw.bin,salidas/cudaBin/Daun Sehat/imagen_1012_cuda.bin,512,512,0.042336,0.0022168,16,16,enfoque,ok,
1013,Daun Sehat,salidas/rawCuda/Daun Sehat/imagen_1013_raw.bin,salidas/cudaBin/Daun Sehat/imagen_1013_cuda.bin,512,512,0.04288,0.00219021,16,16,enfoque,ok,
1014,Daun Sehat,salidas/rawCuda/Daun Sehat/imagen_1014_raw.bin,salidas/cudaBin/Daun Sehat/imagen_1014_cuda.bin,512,512,0.043328,0.00214425,16,16,enfoque,ok,
1015,Daun Sehat,salidas/rawCuda/Daun Sehat/imagen_1015_raw.bin,salidas/cudaBin/Daun Sehat/imagen_1015_cuda.bin,512,512,0.042368,0.00223494,16,16,enfoque,ok,
1016,Daun Sehat,salidas/rawCuda/Daun Sehat/imagen_1016_raw.bin,salidas/cudaBin/Daun Sehat/imagen_1016_cuda.bin,512,512,0.042752,0.00216968,16,16,enfoque,ok,
1017,Daun Sehat,salidas/rawCuda/Daun Sehat/imagen_1017_raw.bin,salidas/cudaBin/Daun Sehat/imagen_1017_cuda.bin,512,512,0.042944,0.00220898,16,16,enfoque,ok,
1018,Daun Sehat,salidas/rawCuda/Daun Sehat/imagen_1018_raw.bin,salidas/cudaBin/Daun Sehat/imagen_1018_cuda.bin,512,512,0.045152,0.00226719,16,16,enfoque,ok,
1019,Daun Sehat,salidas/rawCuda/Daun Sehat/imagen_1019_raw.bin,salidas/cudaBin/Daun Sehat/imagen_1019_cuda.bin,512,512,0.04256,0.00219664,16,16,enfoque,ok,
1020,Daun Sehat,salidas/rawCuda/Daun Sehat/imagen_1020_raw.bin,salidas/cudaBin/Daun Sehat/imagen_1020_cuda.bin,512,512,0.043584,0.00237266,16,16,enfoque,ok,
1021,Daun Sehat,salidas/rawCuda/Daun Sehat/imagen_1021_raw.bin,salidas/cudaBin/Daun Sehat/imagen_1021_cuda.bin,512,512,2.07066,0.00471683,16,16,enfoque,ok,
1022,Daun Sehat,salidas/rawCuda/Daun Sehat/imagen_1022_raw.bin,salidas/cudaBin/Daun Sehat/imagen_1022_cuda.bin,512,512,0.04416,0.00271065,16,16,enfoque,ok,
1023,Daun Sehat,salidas/rawCuda/Daun Sehat/imagen_1023_raw.bin,salidas/cudaBin/Daun Sehat/imagen_1023_cuda.bin,512,512,0.04016,0.00270101,16,16,enfoque,ok,
1024,Daun Sehat,salidas/rawCuda/Daun Sehat/imagen_1024_raw.bin,salidas/cudaBin/Daun Sehat/imagen_1024_cuda.bin,512,512,0.041312,0.00277998,16,16,enfoque,ok,
1025,Daun Sehat,salidas/rawCuda/Daun Sehat/imagen_1025_raw.bin,salidas/cudaBin/Daun Sehat/imagen_1025_cuda.bin,512,512,0.042304,0.00477329,16,16,enfoque,ok,
1026,Daun Sehat,salidas/rawCuda/Daun Sehat/imagen_1026_raw.bin,salidas/cudaBin/Daun Sehat/imagen_1026_cuda.bin,512,512,0.043712,0.00285473,16,16,enfoque,ok,
1027,Daun Sehat,salidas/rawCuda/Daun Sehat/imagen_1027_raw.bin,salidas/cudaBin/Daun Sehat/imagen_1027_cuda.bin,512,512,0.040544,0.00292888,16,16,enfoque,ok,
1028,Daun Sehat,salidas/rawCuda/Daun Sehat/imagen_1028_raw.bin,salidas/cudaBin/Daun Sehat/imagen_1028_cuda.bin,512,512,0.040864,0.00286843,16,16,enfoque,ok,
1029,Daun Sehat,salidas/rawCuda/Daun Sehat/imagen_1029_raw.bin,salidas/cudaBin/Daun Sehat/imagen_1029_cuda.bin,512,512,0.04096,0.00276994,16,16,enfoque,ok,
