fase,descripcion,rutaZip,tamanoZipMb,tiempoSegundos
paqueteCuda,Creacion del ZIP con RAW y metricas para Colab,salidas/paquetes/paqueteCudaColab.zip,537.6856536865234,98.66409609999391
